pageName,name,xpath,tagName,role,classname,width,height,size,topX,topY,fullArea,whiteSpace,whiteSpaceRatio,titleKeywords,textLength,avgWordLength,fullStopsRatio,numberOfVerticalBars,numberOfDateTokens,numberOfImages,numberOfTables,wordFrequency,numberOfLinks,wordFrequencyInLinks,wordFrequencyInLinksToAll,averageSentenceLength,ratioOfTermsToAll,ratioOfUppercaseWordsToAll,textSimilarity,structureSimilarity,structureSimilarity_Levenshtein,background_color,fontSize,borderWidth,borderStyle,borderColor,color,marginTop,marginRight,marginBottom,marginLeft,paddingTop,paddingRight,paddingBottom,paddingLeft,shape,label
1,10,876,0,8,602,210.0,210.0,0.001274042235063828,253.0,4110.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,10,876,0,8,602,210.0,210.0,0.001274042235063828,253.0,4640.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,11,876,0,8,602,210.0,210.0,0.001274042235063828,745.0,5170.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,12,876,0,8,602,210.0,210.0,0.001274042235063828,499.0,5170.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,12,876,0,8,602,210.0,210.0,0.001274042235063828,253.0,5170.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,11,876,0,8,602,210.0,210.0,0.001274042235063828,253.0,5700.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,10,876,0,8,602,210.0,210.0,0.001274042235063828,253.0,2520.0,0.0,0.0012671325639372981,1.0,0,0.0,0.00036913990402362494,0.0,0,0,1,0,0.00036913990402362494,0,0.0,0.0,0.0,0.000598086,0.0,0.0,1.0,100.0,0.0,13.0,0,1,0.0015678406696224612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1,8,2686,6,1,166,65.0,16.0,2.9198608064771187e-05,546.0,7864.0,0.00014289851573217872,1.3791919063263108e-05,0.461538462,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,8,2686,6,1,316,110.0,33.0,0.00010407424656750126,418.5,7855.0,0.0008589221499187743,7.58555548479471e-06,0.072727273,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,9,2689,22,14,605,34.0,33.0,3.156918812547538e-05,456.5,7855.0,0.0002863073833062581,0.0,0.0,0,3.9585147652600746e-05,0.00036913990402362494,0.0,0,0,0,0,0.00036913990402362494,1,0.00028256569652444194,2.0,0.0010604453870625664,0.000598086,0.0,0.0,1.0,100.0,1.0,13.0,0,1,0.5803921568627451,0.580392156727612,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,4,1121,8,4,618,1024.0,1080.0,0.03197074126014832,0.0,9437.0,0.043435534912321425,0.026885679690277952,0.846084708,0,0.04192067136410419,0.067921742340347,0.179347826,0,0,11,0,0.067921742340347,23,0.10638598474145239,4.092391304,0.015622899650053023,0.110047847,0.630434783,2.266288952,1.0,100.0,0.0,13.0,0,1,0.06666666666666667,0.06666666665114462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,9,2688,22,14,633,34.0,33.0,3.156918812547538e-05,418.5,7855.0,0.0002863073833062581,0.0,0.0,0,3.9585147652600746e-05,0.00036913990402362494,0.0,0,0,0,0,0.00036913990402362494,1,0.00028256569652444194,2.0,0.0010604453870625664,0.000598086,0.0,0.0,1.0,100.0,1.0,13.0,0,1,0.9041443410005773,0.580392156727612,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,8,2687,22,18,597,50.0,16.0,2.22603249602711e-05,352.0,7864.0,0.00020414073676025532,0.0,0.0,0,0.0003562663288734067,0.00036913990402362494,0.0,0,0,0,0,0.00036913990402362494,0,0.0,0.0,0.009544008483563097,0.000598086,1.0,11.11111111,1.0,100.0,1.0,13.0,1,2,0.0,0.5999999998603016,0.0,4.0,0.0,0.0,8.0,12.0,7.0,13.0,0,0
1,4,1128,8,4,618,1024.0,1060.0,0.031378674435230985,0.0,8340.0,0.04831526404865438,0.025747760168064602,0.825562905,0,0.01547779273216689,0.026578073089700997,0.208333333,0,0,5,0,0.026578073089700997,16,0.055241593670528395,5.430555556,0.01103436416755037,0.043062201,0.638888889,3.069053708,1.0,100.0,0.0,13.0,0,1,0.06666666666666667,0.06666666665114462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,6,554,8,4,632,246.0,530.0,0.003768355011131608,0.0,8340.0,0.0032282305759424876,0.0033827267487477135,0.902968247,0,0.003443907845776265,0.006644518272425249,0.277777778,0,0,1,0,0.006644518272425249,3,0.013704436281435434,5.388888889,0.006933681376458113,0.01076555,0.611111111,44.99833417,0.0,27.12765957,0.0,13.0,0,1,0.0,0.06666666665114462,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0,0
1,11,453,8,4,616,210.0,263.0,0.0015958051140350193,499.0,7009.0,0.005648063834314364,0.0009509528194119914,0.599239544,0,0.008194125564088354,0.012550756736803248,0.205882353,0,0,0,0,0.012550756736803248,2,0.0064990110200621645,1.352941176,0.014422057264050901,0.020334928,0.588235294,0.0,0.0,4.761904762,0.0,13.0,0,1,0.06666666666666667,0.06666666665114462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,12,448,6,1,463,210.0,234.0,0.0014197461802583297,253.0,7038.0,0.003911846868168393,0.0009714682990185952,0.688034188,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.11456232,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,4,1127,8,18,615,1024.0,27.0,0.0007984229282503472,0.0,8313.0,0.0008083973175706111,0.0007033878722264186,0.885416667,1,0.0004750217718312089,0.0007382798080472499,0.0,0,0,0,0,0.0007382798080472499,0,0.0,0.0,0.012725344644750796,0.001196172,1.0,3.069053708,1.0,100.0,0.0,13.0,0,1,0.06666666666666667,0.06666666665114462,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0
1,11,447,8,4,616,210.0,263.0,0.0015958051140350193,253.0,7009.0,0.004178505705561476,0.0011164271150064335,0.703512584,0,0.0042751959464808805,0.006275378368401624,0.176470588,0,0,0,0,0.006275378368401624,3,0.007770556654422153,3.235294118,0.01620966520678685,0.010167464,0.588235294,0.0,0.0,11.76470588,0.0,13.0,0,1,0.06666666666666667,0.06666666665114462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
